Id,Obs_Date,State,Country,Update,Confirmed,Deaths,Recovered
41752,2020-06-13,Nagaland,India,4/2/2021 15:13,156,0,49
41793,2020-06-13,Odisha,India,4/2/2021 15:13,3498,10,2474
41826,2020-06-13,Puducherry,India,4/2/2021 15:13,157,2,67
41830,2020-06-13,Punjab,India,4/2/2021 15:13,2986,63,2282
41840,2020-06-13,Rajasthan,India,4/2/2021 15:13,12068,272,8898
41888,2020-06-13,Sikkim,India,4/2/2021 15:13,63,0,2
41909,2020-06-13,Tamil Nadu,India,4/2/2021 15:13,40698,367,22047
41913,2020-06-13,Telangana,India,4/2/2021 15:13,4484,174,2278
41930,2020-06-13,Tripura,India,4/2/2021 15:13,961,1,278
41944,2020-06-13,Unknown,India,4/2/2021 15:13,7984,0,0
41952,2020-06-13,Uttar Pradesh,India,4/2/2021 15:13,12616,365,7609
41953,2020-06-13,Uttarakhand,India,4/2/2021 15:13,1724,21,947
41979,2020-06-13,West Bengal,India,4/2/2021 15:13,10244,451,4206
42188,2020-06-14,Andaman and Nicobar Islands,India,4/2/2021 15:13,38,0,33
42189,2020-06-14,Andhra Pradesh,India,4/2/2021 15:13,5965,82,3195
42205,2020-06-14,Arunachal Pradesh,India,4/2/2021 15:13,87,0,4
42206,2020-06-14,Assam,India,4/2/2021 15:13,3718,8,1584
42228,2020-06-14,Bihar,India,4/2/2021 15:13,6290,39,3956
42261,2020-06-14,Chandigarh,India,4/2/2021 15:13,345,5,286
42268,2020-06-14,Chhattisgarh,India,4/2/2021 15:13,1512,6,631
42287,2020-06-14,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,35,0,2
42291,2020-06-14,Delhi,India,4/2/2021 15:13,38958,1271,14945
42321,2020-06-14,Goa,India,4/2/2021 15:13,523,0,70
42336,2020-06-14,Gujarat,India,4/2/2021 15:13,23038,1448,15883
42341,2020-06-14,Haryana,India,4/2/2021 15:13,6749,78,2803
42348,2020-06-14,Himachal Pradesh,India,4/2/2021 15:13,502,6,313
42373,2020-06-14,Jammu and Kashmir,India,4/2/2021 15:13,4878,55,2269
42376,2020-06-14,Jharkhand,India,4/2/2021 15:13,1711,8,816
42394,2020-06-14,Karnataka,India,4/2/2021 15:13,6824,81,3648
42397,2020-06-14,Kerala,India,4/2/2021 15:13,2407,19,1046
42422,2020-06-14,Ladakh,India,4/2/2021 15:13,437,1,68
42438,2020-06-14,Madhya Pradesh,India,4/2/2021 15:13,10641,447,7377
42444,2020-06-14,Maharashtra,India,4/2/2021 15:13,104568,3830,49346
42446,2020-06-14,Manipur,India,4/2/2021 15:13,449,0,91
42459,2020-06-14,Meghalaya,India,4/2/2021 15:13,44,1,22
42473,2020-06-14,Mizoram,India,4/2/2021 15:13,107,0,1
42485,2020-06-14,Nagaland,India,4/2/2021 15:13,163,0,76
42526,2020-06-14,Odisha,India,4/2/2021 15:13,3723,10,2594
42559,2020-06-14,Puducherry,India,4/2/2021 15:13,176,2,82
42563,2020-06-14,Punjab,India,4/2/2021 15:13,3063,65,2327
42573,2020-06-14,Rajasthan,India,4/2/2021 15:13,12401,282,9337
42621,2020-06-14,Sikkim,India,4/2/2021 15:13,63,0,4
42642,2020-06-14,Tamil Nadu,India,4/2/2021 15:13,42687,397,23409
42646,2020-06-14,Telangana,India,4/2/2021 15:13,4737,182,2352
42663,2020-06-14,Tripura,India,4/2/2021 15:13,1046,1,315
42677,2020-06-14,Unknown,India,4/2/2021 15:13,7436,0,0
42685,2020-06-14,Uttar Pradesh,India,4/2/2021 15:13,13118,385,7875
42686,2020-06-14,Uttarakhand,India,4/2/2021 15:13,1785,23,1077
42712,2020-06-14,West Bengal,India,4/2/2021 15:13,10698,463,4542
42921,2020-06-15,Andaman and Nicobar Islands,India,4/2/2021 15:13,41,0,33
42922,2020-06-15,Andhra Pradesh,India,4/2/2021 15:13,6456,88,3316
42938,2020-06-15,Arunachal Pradesh,India,4/2/2021 15:13,91,0,7
42939,2020-06-15,Assam,India,4/2/2021 15:13,4158,8,2166
42961,2020-06-15,Bihar,India,4/2/2021 15:13,6650,40,4409
42994,2020-06-15,Chandigarh,India,4/2/2021 15:13,354,6,296
43001,2020-06-15,Chhattisgarh,India,4/2/2021 15:13,1756,8,890
43020,2020-06-15,Dadra and Nagar Haveli and Daman and Diu,India,4/2/2021 15:13,36,0,5
43024,2020-06-15,Delhi,India,4/2/2021 15:13,42829,1400,16427
